Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
1.079999,B,1.079999,0.1302448,0,0.5225774,0,1172.358,207.683,2.261811,0,109.8567,140.7721,5.010605,149.107997969397,149.107997968723,0.000448436619706122,151.145746566154,151.145746565691,0.000374320120287037,89.99986,89.99986,80.15269,0.0001828408
1.089999,B,1.089999,0.1315431,0,0.5233611,0,1173.167,207.6273,2.310455,0,109.8336,140.7721,5.014347,149.2743187739,149.274318773222,0.000449804029862556,152.638489720528,152.638489720058,0.000378818160485124,89.99986,89.99986,81.67908,0.0001866065
1.099999,B,1.099999,0.1328429,0,0.5241218,0,1173.975,207.5716,2.359627,0,109.8105,140.7721,5.018088,149.440709117156,149.440709116475,0.000451166104316621,154.132896778297,154.13289677782,0.000383329821427447,89.99986,89.99986,83.22041,0.0001904172
1.109999,B,1.109999,0.1341442,0,0.5248603,0,1174.784,207.5159,2.409329,0,109.7874,140.7721,5.02183,149.607101447233,149.607101446549,0.000452522691485863,155.628967759329,155.628967758846,0.000387855048241159,89.99986,89.99986,84.7767,0.0001942731
1.119999,B,1.119999,0.1354469,0,0.5255772,0,1175.593,207.4601,2.45956,0,109.7644,140.7721,5.025572,149.773599078852,149.773599078164,0.000453874102114311,157.126703716641,157.126703716151,0.000392393789160853,89.99986,89.99986,86.34796,0.0001981744
1.129999,B,1.129999,0.1367512,0,0.5262731,0,1176.402,207.4043,2.510323,0,109.7413,140.7721,5.029314,149.940180156976,149.940180156285,0.000455220343781089,158.626105484697,158.6261054842,0.000396945992496914,89.99986,89.99986,87.93422,0.0002021211
1.139999,B,1.139999,0.1380568,0,0.5269488,0,1177.211,207.3484,2.561615,0,109.7182,140.7721,5.033055,150.106777129671,150.106777128977,0.0004565614846983,160.127173222441,160.127173221938,0.000401511607241848,89.99986,89.99986,89.53549,0.0002061133
1.149999,B,1.149999,0.139364,0,0.5276049,0,1178.02,207.2925,2.613441,0,109.6951,140.7721,5.036797,150.273479403909,150.273479403211,0.000457897676448398,161.629907982891,161.629907982381,0.000406090583903984,89.99986,89.99986,91.15179,0.0002101514
1.159999,B,1.159999,0.1406726,0,0.5282418,0,1178.82,207.2365,2.665801,0,109.672,140.7721,5.040538,150.438800837178,150.438800836477,0.000459225364422845,163.134295957637,163.13429595712,0.000410682837445568,89.99986,89.99986,92.78313,0.0002142352
1.169999,B,1.169999,0.1419827,0,0.5288602,0,1179.62,207.1805,2.718694,0,109.6489,140.7721,5.04428,150.60410041541,150.604100414706,0.000460548186600529,164.640336928128,164.640336927604,0.000415288319208633,89.99986,89.99986,94.42953,0.0002183651
1.179999,B,1.179999,0.1432942,0,0.5294606,0,1180.42,207.1245,2.772121,0,109.6258,140.7721,5.048022,150.769485426967,150.76948542626,0.000461866188456185,166.148031748698,166.148031748167,0.00041990698098996,89.99986,89.99986,96.09102,0.0002225411
1.189999,B,1.189999,0.1446072,0,0.5300437,0,1181.221,207.0685,2.826083,0,109.6027,140.7721,5.051764,150.934902227671,150.93490222696,0.000463179544309636,167.657380737238,167.6573807367,0.000424538776329528,89.99986,89.99986,97.76759,0.0002267633
1.199999,B,1.199999,0.1459217,0,0.5306098,0,1182.021,207.0123,2.880584,0,109.5797,140.7721,5.055505,151.100384593484,151.10038459277,0.000464488140474041,169.168384549398,169.168384548854,0.000429183657630447,89.99986,89.99986,99.45927,0.0002310319
1.209999,B,1.209999,0.1472376,0,0.5311595,0,1182.821,206.9562,2.935618,0,109.5566,140.7721,5.059247,151.265898748442,151.265898747725,0.000465792348326412,170.681043503072,170.681043502521,0.000433841581009598,89.99986,89.99986,101.1661,0.000235347
1.219999,B,1.219999,0.148555,0,0.5316932,0,1183.622,206.9,2.991193,0,109.5335,140.7721,5.062989,151.431520191763,151.431520191043,0.000467092092075523,172.195358671142,172.195358670584,0.00043851250182595,89.99986,89.99986,102.888,0.0002397088
1.229999,B,1.229999,0.1498739,0,0.5322115,0,1184.422,206.8438,3.047304,0,109.5104,140.7721,5.06673,151.597193292445,151.597193291721,0.000468387492987335,173.711330570182,173.711330569617,0.000443196376651131,89.99986,89.99986,104.6252,0.0002441173
1.239999,B,1.239999,0.1511942,0,0.5327147,0,1185.214,206.7876,3.103956,0,109.4873,140.7721,5.070472,151.761576945948,151.761576945221,0.000469675246564359,175.22894630572,175.228946305148,0.000447893129011794,89.99986,89.99986,106.3774,0.0002485728
1.249999,B,1.249999,0.152516,0,0.5332032,0,1186.005,206.7313,3.161147,0,109.4642,140.7721,5.074214,151.925883113411,151.925883112681,0.000470958217714969,176.748205102896,176.748205102317,0.000452602711083676,89.99986,89.99986,108.1449,0.0002530753
1.259999,B,1.259999,0.1538392,0,0.5336775,0,1186.797,206.6749,3.218879,0,109.4411,140.7721,5.077955,152.090197228161,152.090197227428,0.000472237149193188,178.269107041183,178.269107040596,0.000457325082470055,89.99986,89.99986,109.9276,0.0002576249
1.269999,B,1.269999,0.1551639,0,0.5341381,0,1187.588,206.6186,3.277153,0,109.4181,140.7721,5.081697,152.254598763058,152.254598762322,0.00047351185152095,179.791652994782,179.791652994188,0.000462060200879426,89.99986,89.99986,111.7255,0.0002622218
1.279999,B,1.279999,0.15649,0,0.5345851,0,1188.38,206.5621,3.335968,0,109.395,140.7721,5.085439,152.41900625842,152.419006257681,0.000474782521755444,181.315843023298,181.315843022697,0.000466808025990858,89.99986,89.99986,113.5387,0.0002668661
1.289999,B,1.289999,0.1578176,0,0.5350192,0,1189.171,206.5057,3.395327,0,109.3719,140.7721,5.08918,152.583513094859,152.583513094116,0.000476049220529651,182.841678120141,182.841678119533,0.000471568518089749,89.99986,89.99986,115.3671,0.000271558
1.299999,B,1.299999,0.1591467,0,0.5354405,0,1189.963,206.4492,3.455232,0,109.3488,140.7721,5.092922,152.748091456873,152.748091456127,0.00047731211458427,184.369159000567,184.369158999952,0.000476341639128904,89.99986,89.99986,117.2108,0.0002762976
1.309999,B,1.309999,0.1604771,0,0.5358495,0,1190.755,206.3927,3.515679,0,109.3257,140.7721,5.096663,152.912781080893,152.912781080144,0.000478571105390708,185.898286777198,185.898286776575,0.000481127350075842,89.99986,89.99986,119.0698,0.0002810849
1.319999,B,1.319999,0.1618091,0,0.5362464,0,1191.539,206.3361,3.576672,0,109.3026,140.7721,5.100405,153.07609582441,153.076095823658,0.000479822858134982,187.429047701226,187.429047700596,0.000485925578549943,89.99986,89.99986,120.9441,0.0002859202
1.329999,B,1.329999,0.1631425,0,0.5366316,0,1192.321,206.2795,3.638212,0,109.2795,140.7721,5.104147,153.239301292742,153.239301291987,0.000481070237725467,188.961440679901,188.961440679264,0.00049073628081967,89.99986,89.99986,122.8337,0.0002908035
1.339999,B,1.339999,0.1644774,0,0.5370054,0,1193.104,206.2229,3.7003,0,109.2565,140.7721,5.107889,153.40260610215,153.402606101392,0.000482314039970045,190.495466706635,190.49546670599,0.000495559421111565,89.99986,89.99986,124.7386,0.000295735
1.349999,B,1.349999,0.1658137,0,0.5373682,0,1193.886,206.1662,3.762933,0,109.2334,140.7721,5.11163,153.565914885202,153.565914884441,0.000483554158760999,192.031125821162,192.03112582051,0.000500394962591092,89.99986,89.99986,126.659,0.0003007147
1.359999,B,1.359999,0.1671514,0,0.5377201,0,1194.669,206.1095,3.826116,0,109.2103,140.7721,5.115372,153.729301154294,153.72930115353,0.000484790738101659,193.568418798343,193.568418797684,0.000505242869863749,89.99986,89.99986,128.5946,0.0003057429
1.369999,B,1.369999,0.1684906,0,0.5380616,0,1195.452,206.0528,3.889848,0,109.1872,140.7721,5.119114,153.892786764463,153.892786763696,0.000486023785571149,195.10734663159,195.107346630923,0.000510103107610826,89.99986,89.99986,130.5457,0.0003108197
1.379999,B,1.379999,0.1698312,0,0.5383928,0,1196.235,205.996,3.954131,0,109.1641,140.7721,5.122855,154.056302176955,154.056302176184,0.000487253407277185,196.647909618925,196.647909618251,0.000514975641574688,89.99986,89.99986,132.5122,0.000315945
1.389999,B,1.389999,0.1711733,0,0.5387141,0,1197.018,205.9391,4.018965,0,109.141,140.7721,5.126597,154.219781826659,154.219781825885,0.000488479444058191,198.190107402721,198.190107402039,0.000519860435906086,89.99986,89.99986,134.4941,0.0003211192
1.399999,B,1.399999,0.1725169,0,0.5390256,0,1197.793,205.8823,4.084351,0,109.1179,140.7721,5.130339,154.382101172586,154.382101171809,0.000489698833948604,199.733928379939,199.73392837925,0.000524757424136116,89.99986,89.99986,136.4914,0.0003263423
1.409999,B,1.409999,0.1738618,0,0.5393277,0,1198.567,205.8254,4.15029,0,109.0948,140.7721,5.13408,154.544281441005,154.544281440225,0.00049091425237873,201.279371159806,201.279371159109,0.000529666566550175,89.99986,89.99986,138.5042,0.0003316144
1.419999,B,1.419999,0.1752083,0,0.5396206,0,1199.34,205.7684,4.216782,0,109.0718,140.7721,5.137822,154.706479590817,154.706479590034,0.000492126260203648,202.826435921134,202.82643592043,0.000534587829042213,89.99986,89.99986,140.5325,0.0003369357
1.429999,B,1.429999,0.1765561,0,0.5399044,0,1200.114,205.7115,4.283825,0,109.0487,140.7721,5.141564,154.868717477061,154.868717476275,0.00049333522880037,204.375123061289,204.375123060577,0.000539521181219948,89.99985,89.99985,142.5762,0.0003423063
1.439999,B,1.439999,0.1779054,0,0.5401796,0,1200.888,205.6544,4.351427,0,109.0256,140.7721,5.145306,155.031003047021,155.031003046232,0.000494540855003988,205.925433057107,205.925433056387,0.000544466589659449,89.99985,89.99985,144.6355,0.0003477262
1.449999,B,1.449999,0.1792561,0,0.5404462,0,1201.662,205.5974,4.419584,0,109.0025,140.7721,5.149047,155.193401865809,155.193401865017,0.000495743335871692,207.477367041076,207.477367040349,0.000549424022907359,89.99985,89.99985,146.7103,0.0003531957
1.459999,B,1.459999,0.1806083,0,0.5407045,0,1202.436,205.5403,4.488295,0,108.9794,140.7721,5.152789,155.355800684597,155.355800683802,0.000496942671403482,209.030925013197,209.030925012462,0.000554393449510319,89.99985,89.99985,148.8006,0.0003587148
1.469999,B,1.469999,0.1819619,0,0.5409546,0,1203.21,205.4832,4.557565,0,108.9563,140.7721,5.15653,155.518217384779,155.518217383981,0.000498139013181812,210.586107152284,210.586107151541,0.000559374839530794,89.99985,89.99985,150.9064,0.0003642836
1.479999,B,1.479999,0.183317,0,0.5411969,0,1203.976,205.426,4.627394,0,108.9332,140.7721,5.160272,155.679503583506,155.679503582705,0.000499328980917964,212.142902153322,212.142902152571,0.000564368129228365,89.99985,89.99985,153.0279,0.0003699023
1.489999,B,1.489999,0.1846734,0,0.5414314,0,1204.74,205.3688,4.697781,0,108.9102,140.7721,5.164014,155.840495732646,155.840495731842,0.000500515159092775,213.701307075814,213.701307075056,0.000569373280707419,89.99985,89.99985,155.1649,0.000375571
1.499999,B,1.499999,0.1860314,0,0.5416585,0,1205.505,205.3116,4.768727,0,108.8871,140.7721,5.167756,156.001589209684,156.001589208877,0.000501698184352549,215.261322933042,215.261322932276,0.000574390262438806,89.99985,89.99985,157.3175,0.0003812898
1.509999,B,1.509999,0.1873907,0,0.5418782,0,1206.27,205.2543,4.840233,0,108.864,140.7721,5.171497,156.162704541759,156.162704540949,0.000502878625131487,216.822949943554,216.82294994278,0.000579419048577719,89.99985,89.99985,159.4857,0.0003870589
1.519999,B,1.519999,0.1887515,0,0.5420907,0,1207.035,205.197,4.912301,0,108.8409,140.7721,5.175239,156.323901333517,156.323901332704,0.000504055996365739,218.386188921948,218.386188921166,0.000584459608428711,89.99985,89.99985,161.6696,0.0003928783
1.529999,B,1.529999,0.1901137,0,0.5422963,0,1207.799,205.1396,4.984929,0,108.8178,140.7721,5.178981,156.485108059383,156.485108058567,0.00050523057090372,219.951039967565,219.951039966775,0.00058951191402482,89.99985,89.99985,163.8691,0.0003987481
1.539999,B,1.539999,0.1914774,0,0.5424951,0,1208.564,205.0822,5.058121,0,108.7947,140.7721,5.182722,156.646380350359,156.64638034954,0.000506402386641044,221.517503736055,221.517503735257,0.000594575937778041,89.99985,89.99985,166.0843,0.0004046686
1.549999,B,1.549999,0.1928424,0,0.5426871,0,1209.33,205.0248,5.131876,0,108.7716,140.7721,5.186464,156.807692377765,156.807692376944,0.000507571352628238,223.085580624783,223.085580623977,0.000599651651190872,89.99985,89.99985,168.3151,0.0004106397
1.559999,B,1.559999,0.1942089,0,0.5428727,0,1210.087,204.9673,5.206197,0,108.7486,140.7721,5.190206,156.967816285894,156.96781628507,0.000508734270475531,224.655258752557,224.655258751743,0.000604738993781916,89.99985,89.99985,170.5617,0.0004166617
1.569999,B,1.569999,0.1955769,0,0.543052,0,1210.842,204.9099,5.281081,0,108.7255,140.7721,5.193947,157.127703762259,157.127703761432,0.000509893686768143,226.226535755059,226.226535754237,0.000609837930535627,89.99985,89.99985,172.8239,0.0004227346
1.579999,B,1.579999,0.1969462,0,0.543225,0,1211.598,204.8523,5.356533,0,108.7024,140.7721,5.197689,157.287617067304,157.287617066474,0.00051105037457659,227.799411890575,227.799411889745,0.000614948434167164,89.99985,89.99985,175.1019,0.0004288585
1.589999,B,1.589999,0.198317,0,0.5433921,0,1212.353,204.7948,5.432548,0,108.6793,140.7721,5.201431,157.447601897925,157.447601897092,0.000512204470325078,229.373887874362,229.373887873524,0.000620070478755928,89.99985,89.99985,177.3957,0.0004350336
1.599999,B,1.599999,0.1996892,0,0.5435532,0,1213.109,204.7372,5.509133,0,108.6562,140.7721,5.205173,157.607622491333,157.607622490497,0.000513355966434486,230.949964064047,230.949964063201,0.000625204038305529,89.99985,89.99985,179.7052,0.00044126
1.609999,B,1.609999,0.2010629,0,0.5437085,0,1213.865,204.6795,5.586286,0,108.6331,140.7721,5.208914,157.767704676209,157.76770467537,0.00051450488564218,232.527641075545,232.527641074691,0.00063034908704695,89.99985,89.99985,182.0304,0.0004475378
1.619999,B,1.619999,0.2024379,0,0.5438582,0,1214.62,204.6218,5.664004,0,108.61,140.7721,5.212656,157.927808716122,157.92780871528,0.000515651288581144,234.106919127407,234.106919126544,0.000635505599817504,89.99985,89.99985,184.3715,0.000453867
1.629999,B,1.629999,0.2038144,0,0.5440025,0,1215.376,204.5641,5.742295,0,108.587,140.7721,5.216397,158.087996202539,158.087996201694,0.000516795144934886,235.687799054097,235.687799053226,0.00064067355115134,89.99985,89.99985,186.7284,0.0004602479
1.639999,B,1.639999,0.2051923,0,0.5441414,0,1216.124,204.5064,5.821157,0,108.5639,140.7721,5.220139,158.246918083637,158.246918082789,0.00051793310473118,237.270268199562,237.270268198683,0.000645852882082885,89.99985,89.99985,189.1011,0.0004666806
1.649999,B,1.649999,0.2065716,0,0.544275,0,1216.87,204.4486,5.900589,0,108.5408,140.7721,5.223881,158.405595585686,158.405595584836,0.000519067873716824,238.854324120012,238.854324119125,0.000651043560704032,89.99985,89.99985,191.4896,0.0004731651
1.659999,B,1.659999,0.2079524,0,0.5444036,0,1217.617,204.3907,5.980593,0,108.5177,140.7721,5.227623,158.564388323384,158.564388322531,0.000520200043063387,240.439967967804,240.439967966908,0.000656245561018392,89.99985,89.99985,193.894,0.0004797015
1.669999,B,1.669999,0.2093345,0,0.544527,0,1218.363,204.3329,6.061169,0,108.4946,140.7721,5.231364,158.723204902941,158.723204902085,0.000521330059939107,242.027199981355,242.027199980451,0.000661458861501257,89.99985,89.99985,196.3143,0.0004862901
1.679999,B,1.679999,0.2107181,0,0.5446456,0,1219.109,204.275,6.142318,0,108.4715,140.7721,5.235106,158.882001614282,158.882001613423,0.000522457606020833,243.616019961984,243.616019961072,0.000666683437444687,89.99985,89.99985,198.7505,0.0004929308
1.689999,B,1.689999,0.212103,0,0.5447594,0,1219.856,204.2171,6.22404,0,108.4484,140.7721,5.238847,159.040897666701,159.040897665839,0.000523582749520668,245.206428903103,245.206428902182,0.000671919264822864,89.99985,89.99985,201.2025,0.0004996238
1.699999,B,1.699999,0.2134895,0,0.5448686,0,1220.603,204.1591,6.306341,0,108.4253,140.7721,5.242589,159.199817560977,159.199817560112,0.000524705596546329,246.798427043128,246.798427042199,0.000677166320671046,89.99985,89.99985,203.6705,0.0005063692
1.709999,B,1.709999,0.2148773,0,0.5449732,0,1221.349,204.1011,6.389214,0,108.4023,140.7721,5.246331,159.358810967651,159.358810966783,0.000525826275942903,248.392015117184,248.392015116247,0.000682424583312944,89.99985,89.99985,206.1544,0.0005131672
1.719999,B,1.719999,0.2162665,0,0.5450733,0,1222.088,204.0431,6.472663,0,108.3792,140.7721,5.250072,159.516582479078,159.516582478208,0.00052694111941501,249.98718090632,249.987180905374,0.000687693994389314,89.99985,89.99985,208.6543,0.0005200178
1.729999,B,1.729999,0.2176571,0,0.5451691,0,1222.825,203.985,6.556693,0,108.3561,140.7721,5.253814,159.67399636263,159.673996361757,0.000528052802392957,251.583920834256,251.583920833302,0.000692974522295215,89.99985,89.99985,211.1701,0.0005269211
1.739999,B,1.739999,0.2190492,0,0.5452605,0,1223.561,203.9269,6.641296,0,108.333,140.7721,5.257556,159.831583099656,159.83158309878,0.00052916240869129,253.182236629528,253.182236628565,0.000698266146263851,89.99984,89.99984,213.702,0.0005338773
1.749999,B,1.749999,0.2204426,0,0.5453478,0,1224.298,203.8687,6.726481,0,108.3099,140.7721,5.261298,159.989179770789,159.98917976991,0.000530269786727552,254.782128391475,254.782128390504,0.000703568844012602,89.99984,89.99984,216.2498,0.0005408865
1.759999,B,1.759999,0.2218375,0,0.5454311,0,1225.036,203.8106,6.812243,0,108.2868,140.7721,5.265039,160.146782402387,160.146782401505,0.000531375057767709,256.383596179703,256.383596178723,0.000708882594471508,89.99984,89.99984,218.8136,0.0005479488
1.769999,B,1.769999,0.2232338,0,0.5455103,0,1225.773,203.7523,6.898586,0,108.2637,140.7721,5.268781,160.304414836307,160.304414835423,0.000532478130862288,257.986640292235,257.986640291246,0.000714207375661113,89.99984,89.99984,221.3935,0.0005550642
1.779999,B,1.779999,0.2246314,0,0.5455856,0,1226.51,203.6941,6.985507,0,108.2407,140.7721,5.272522,160.462204229129,160.462204228242,0.000533579347071808,259.591262298659,259.591262297662,0.000719543169012567,89.99984,89.99984,223.9894,0.000562233
1.789999,B,1.789999,0.2260305,0,0.5456572,0,1227.248,203.6358,7.073012,0,108.2176,140.7721,5.276264,160.619977727379,160.619977726489,0.000534678327440137,261.197462040032,261.197462039026,0.000724889952167458,89.99984,89.99984,226.6014,0.0005694552
1.799999,B,1.799999,0.227431,0,0.545725,0,1227.976,203.5775,7.161101,0,108.1945,140.7721,5.280006,160.776394226519,160.776394225626,0.000535771320301546,262.805225946361,262.805225945346,0.000730247665250719,89.99984,89.99984,229.2294,0.0005767308
1.809999,B,1.809999,0.2288329,0,0.5457891,0,1228.704,203.5191,7.24977,0,108.1714,140.7721,5.283748,160.932673634972,160.932673634077,0.000536861751419487,264.414552646739,264.414552645716,0.000735616282644916,89.99984,89.99984,231.8736,0.0005840602
1.819999,B,1.819999,0.2302362,0,0.5458497,0,1229.431,203.4608,7.339024,0,108.1483,140.7721,5.287489,161.08897092482,161.088970923922,0.000537950136174303,266.025442319981,266.025442318949,0.000740995783886418,89.99984,89.99984,234.5338,0.0005914432
1.829999,B,1.829999,0.2316409,0,0.5459067,0,1230.159,203.4023,7.428863,0,108.1252,140.7721,5.291231,161.245284109241,161.24528410834,0.000539036542778099,267.637895125032,267.637895123991,0.000746386149193715,89.99984,89.99984,237.2102,0.0005988801
